container_name,pod_name,namespace,cluster_name,container_image,container_state,container_started_at,image_age_days,last_updated
lvmd,topolvm-lvmd-0-4m9lz,topolvm-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/topolvm-with-sidecar:v0.11.0-2,running,2024-04-03 21:55:15+00:00,396,2024-07-22 15:54:34+00:00
topolvm-node,topolvm-node-c8fvr,topolvm-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/topolvm-with-sidecar:v0.11.0-2,running,2024-04-03 21:55:15+00:00,396,2024-07-22 15:54:34+00:00
eks-nvme-ssd-provisioner,eks-nvme-ssd-provisioner-tnbfs,nvme,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/eks-nvme-ssd-provisioner:1.1.6-2,running,2024-04-03 21:55:14+00:00,189,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-wn2cv,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:55:09+00:00,397,2024-07-22 15:54:34+00:00
liveness-probe,topolvm-node-dqnt5,topolvm-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/topolvm-with-sidecar:v0.11.0-2,running,2024-04-03 21:55:08+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-tjhwd,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:55:07+00:00,397,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-p6vf9,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:55:06+00:00,397,2024-07-22 15:54:34+00:00
liveness-probe,topolvm-node-l2bn7,topolvm-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/topolvm-with-sidecar:v0.11.0-2,running,2024-04-03 21:55:06+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-vxq8s,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:55:05+00:00,396,2024-07-22 15:54:34+00:00
liveness-probe,topolvm-node-c8fvr,topolvm-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/topolvm-with-sidecar:v0.11.0-2,running,2024-04-03 21:55:03+00:00,396,2024-07-22 15:54:34+00:00
csi-registrar,topolvm-node-t7dfd,topolvm-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/topolvm-with-sidecar:v0.11.0-2,running,2024-04-03 21:55:03+00:00,396,2024-07-22 15:54:34+00:00
liveness-probe,topolvm-node-t7dfd,topolvm-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/topolvm-with-sidecar:v0.11.0-2,running,2024-04-03 21:55:03+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-6jqjk,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:55:02+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-vpbwn,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:55:02+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-5bknr,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:55:01+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-mzsk7,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:55:00+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-rz8cz,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:54:55+00:00,397,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-mgw5f,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:54:54+00:00,397,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-p99cq,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:54:52+00:00,397,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-gcvnd,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:54:51+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-c6jhs,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:54:51+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-vfkjm,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:54:51+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-7wr7j,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:54:50+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-kfgbp,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:54:50+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-6cv64,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:54:46+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-cdb5m,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:54:46+00:00,396,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-gps9f,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-04-03 21:54:13+00:00,174,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-57v6n,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:54:01+00:00,397,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-lgwfd,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:53:59+00:00,397,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-9dssz,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-03 21:53:57+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-wkrwb,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:53:57+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-6jz7s,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:53:55+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-spndq,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-03 21:53:53+00:00,396,2024-07-22 15:54:34+00:00
mgmt-command-service,mgmt-command-service-7d8dfd9647-fgdkk,cloud-data-services-prod,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/mms/cloud-data-services/mgmt-command-service:1710920917609-release-1.3.4-4,running,2024-04-03 18:23:44+00:00,124,2024-07-22 15:54:34+00:00
prometheus-server-configmap-reload,prometheus-server-1,monitoring,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-remote/jimmidyson/configmap-reload:v0.8.0,running,2024-04-01 17:26:57+00:00,411,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-6tcgk,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-04-01 17:26:34+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-kdsjz,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-04-01 17:26:30+00:00,396,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-5wff9,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-03-31 13:12:16+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-5wff9,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-03-31 13:12:11+00:00,138,2024-07-22 15:54:34+00:00
kiam-agent,kiam-agent-gb5dp,kube-system,gov-cloud-prod.k8s.local,artexternal.sentinelone.net/docker-remote/uswitch/kiam:v3.4,running,2024-03-31 13:12:07+00:00,,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-5wff9,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-03-31 13:12:00+00:00,138,2024-07-22 15:54:34+00:00
kube-flannel,canal-dlbhj,kube-system,gov-cloud-prod.k8s.local,artexternal.sentinelone.net/docker-remote/coreos/flannel:v0.15.1@sha256:9a296fbb67790659adc3701e287adde3c59803b7fcefe354f1fc482840cdb3d9,running,2024-03-31 13:11:58+00:00,,2024-07-22 15:54:34+00:00
calico-node,canal-dlbhj,kube-system,gov-cloud-prod.k8s.local,artexternal.sentinelone.net/docker-remote/calico/node:v3.23.5@sha256:b7f4f7a0ce463de5d294fdf2bb13f61035ec6e3e5ee05dd61dcc8e79bc29d934,running,2024-03-31 13:11:55+00:00,,2024-07-22 15:54:34+00:00
s1-agent,s1-agent-skkmp,cwpp-agent,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/cwpp_agent/s1agent:23.3.2-x86_64,running,2024-03-31 13:11:45+00:00,142,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-7s6kk,monitoring,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-remote/prometheus/node-exporter:v1.5.0,running,2024-03-31 13:11:26+00:00,410,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-i-0d6a4276ba5e43b19,kube-system,gov-cloud-prod.k8s.local,artexternal.sentinelone.net/docker-remote/kube-proxy:v1.24.12@sha256:d836bd4541d837d82988e610bb73272d6ce8e27f5051916f875f3460fa46edd7,running,2024-03-31 13:11:19+00:00,,2024-07-22 15:54:34+00:00
mgmt-api,mgmt-api-7f76bb7984-flbpp,mgmt-tag-manager-prod,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/mms/mgmt-tag-manager/mgmt-api:1704382814980-release-1.0.14-1,running,2024-03-31 13:10:19+00:00,179,2024-07-22 15:54:34+00:00
commands-publisher,commands-publisher-ffc685564-x5nn6,mgmt-tag-manager-prod,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/mms/mgmt-tag-manager/commands-publisher:1704382814980-release-1.0.14-1,running,2024-03-31 13:07:12+00:00,179,2024-07-22 15:54:34+00:00
mgmt-entities-loader,mgmt-entities-loader-579df9dfd-5kxwl,mgmt-tag-manager-prod,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/mms/mgmt-tag-manager/mgmt-entities-loader:1704382814980-release-1.0.14-1,running,2024-03-31 13:07:11+00:00,179,2024-07-22 15:54:34+00:00
triggers-manager,triggers-manager-7ffd7446b6-j7pr2,mgmt-threat-actions-prod,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/mms/mgmt-threat-actions/triggers-manager:1706525834627-release-1.0.7-3,running,2024-03-31 13:07:11+00:00,175,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-htfnq,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-03-30 16:05:48+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-tm2gz,scalyr,awsgov-prod-fadvusgw13-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-03-29 23:38:05+00:00,174,2024-07-22 15:54:34+00:00
consul-client,im-redis-prod-0,im-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-03-27 22:33:17+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,im-redis-prod-0,im-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-03-27 22:33:14+00:00,396,2024-07-22 15:54:34+00:00
redis,im-redis-prod-0,im-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-03-27 22:33:13+00:00,396,2024-07-22 15:54:34+00:00
consul-client,summary-redis-prod-3,summary-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-03-27 22:32:11+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,summary-redis-prod-3,summary-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-03-27 22:32:06+00:00,396,2024-07-22 15:54:34+00:00
redis,summary-redis-prod-3,summary-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-03-27 22:32:05+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-2qs5z,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-03-27 22:26:49+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-26gnc,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-03-27 22:26:40+00:00,396,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-mb8c2,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-03-27 22:25:18+00:00,174,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-tngfg,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-03-27 22:24:57+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-b2mpj,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-03-27 22:24:48+00:00,396,2024-07-22 15:54:34+00:00
consul-client,summary-redis-prod-4,summary-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-03-27 22:10:30+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,summary-redis-prod-4,summary-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-03-27 22:10:25+00:00,396,2024-07-22 15:54:34+00:00
redis,summary-redis-prod-4,summary-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-03-27 22:10:24+00:00,396,2024-07-22 15:54:34+00:00
thanos-store,thanos-store-0,thanos,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/thanos:v0.30.2,running,2024-03-27 22:09:54+00:00,396,2024-07-22 15:54:34+00:00
prometheus,prometheus-awsgov-prod-fadvusgw14-0,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/prometheus:v2.42.0,running,2024-03-27 22:09:51+00:00,397,2024-07-22 15:54:34+00:00
config-reloader,prometheus-awsgov-prod-fadvusgw14-0,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/prometheus-config-reloader:v0.59.2,running,2024-03-27 22:09:51+00:00,397,2024-07-22 15:54:34+00:00
thanos-sidecar,prometheus-awsgov-prod-fadvusgw14-0,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/thanos:v0.30.2,running,2024-03-27 22:09:51+00:00,396,2024-07-22 15:54:34+00:00
alertmanager,alertmanager-awsgov-prod-fadvusgw14-1,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/alertmanager:v0.24.0,running,2024-03-27 22:09:49+00:00,396,2024-07-22 15:54:34+00:00
config-reloader,alertmanager-awsgov-prod-fadvusgw14-1,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/prometheus-config-reloader:v0.59.2,running,2024-03-27 22:09:49+00:00,397,2024-07-22 15:54:34+00:00
alertmanager,alertmanager-awsgov-prod-fadvusgw14-0,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/alertmanager:v0.24.0,running,2024-03-27 22:09:35+00:00,396,2024-07-22 15:54:34+00:00
config-reloader,alertmanager-awsgov-prod-fadvusgw14-0,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/prometheus-config-reloader:v0.59.2,running,2024-03-27 22:09:28+00:00,397,2024-07-22 15:54:34+00:00
kube-state-metrics,kube-state-metrics-869d68f77c-r77qq,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-state-metrics:v2.3.0,running,2024-03-27 22:09:25+00:00,396,2024-07-22 15:54:34+00:00
prometheus-operator,prometheus-operator-79db7f876f-kbwh9,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/prometheus-operator:v0.59.2,running,2024-03-27 22:09:25+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-zs2s4,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-03-27 22:09:11+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-rtrk9,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-03-27 22:09:07+00:00,396,2024-07-22 15:54:34+00:00
consul-client,im-redis-prod-2,im-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-03-27 22:06:51+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,im-redis-prod-2,im-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-03-27 22:06:48+00:00,396,2024-07-22 15:54:34+00:00
redis,im-redis-prod-2,im-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-03-27 22:06:47+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-6qk6c,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-03-27 22:05:25+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-td8hf,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-03-27 22:05:16+00:00,396,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-td9pc,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-03-27 22:05:01+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-qhww5,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-03-27 22:05:01+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-td9pc,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-03-27 22:05:00+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-qhww5,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-03-27 22:05:00+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-td9pc,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-03-27 22:04:59+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-qhww5,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-03-27 22:04:59+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-jdch4,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-03-27 22:04:59+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-s9x9d,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-03-27 22:04:58+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-7bp8m,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-03-27 22:04:58+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-c7wfh,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-03-27 22:04:58+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-jdch4,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-03-27 22:04:58+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-s9x9d,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-03-27 22:04:57+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-jdch4,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-03-27 22:04:57+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-c7wfh,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-03-27 22:04:57+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-7bp8m,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-03-27 22:04:57+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-s9x9d,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-03-27 22:04:56+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-c7wfh,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-03-27 22:04:56+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-7bp8m,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-03-27 22:04:56+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-dpsqc,ebs-csi,gov-cloud-prod.k8s.local,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-03-27 22:04:54+00:00,138,2024-07-22 15:54:34+00:00
